"source_id";"type";"reg_number";"category";"homebase";"max_pax";"yom";"operator"
"3389";"Falcon 2000";"N710ET";"Heavy";"KDAL";"9.0";"1996.0";"Silver Air"
"3390";"Global Express";"N829RA";"Heavy";"KVNY";"13.0";"1999.0";"Silver Air"
"3391";"Gulfstream G-200";"N35BP";"Medium";"KVNY";"10.0";"2000.0";"Silver Air"
"3392";"Gulfstream G-200";"N366FB";"Medium";"KVNY";"10.0";"2002.0";"Silver Air"
"3393";"Gulfstream G-200";"N384JK";"Medium";"KVNY";"9.0";"2002.0";"Silver Air"
"3394";"Gulfstream G-200";"N648RR";"Medium";"KRBD";"9.0";"2000.0";"Silver Air"
"3395";"Gulfstream G-200";"N663SB";"Medium";"KDTO";"9.0";"2002.0";"Silver Air"
"3396";"Gulfstream G-550";"N550";"Heavy";"KVNY";"18.0";"2004.0";"Silver Air"
"3397";"Gulfstream G-IV";"N403TB";"Heavy";"KVNY";"16.0";"1992.0";"Silver Air"
"3398";"Gulfstream G-IVSP";"N616RR";"Heavy";"KRBD";"13.0";"2000.0";"Silver Air"
"3399";"Hawker 4000";"N66BW";"Medium";"KSNA";"8.0";"2010.0";"Silver Air"
"3400";"Learjet 60";"N314CM";"Medium";"KVNY";"8.0";"2005.0";"Silver Air"
"3401";"Citation CJ";"D-IHEB";"Light";"EDRY";"6.0";"1994.0";"Silver Cloud Air"
"3402";"Citation CJ3";"D-CSCA";"Light";"EDRY";"7.0";"2012.0";"Silver Cloud Air"
"3403";"Citation XLS";"D-CRON";"Light";"EDRY";"8.0";"2008.0";"Silver Cloud Air"
"3404";"Citation XLS+";"D-CEHM";"Light";"EDDS";"7.0";"2009.0";"Silver Cloud Air"
"3405";"Citation XLS+";"D-CSCB";"Light";"EDRY";"9.0";"2015.0";"Silver Cloud Air"
"3406";"Legacy 600";"G-ERFX";"Heavy";"EGGW";"13.0";"2006.0";"Sirio UK"
"3407";"Legacy 600";"I-ARFX";"Heavy";"LIML";"13.0";"2002.0";"Sirio UK"
"3408";"Legacy 600";"I-CRFX";"Heavy";"LIML";"13.0";"2004.0";"Sirio UK"
"3409";"Legacy 600";"I-KRFX";"Heavy";"LIML";"13.0";"2006.0";"Sirio UK"
"3410";"Nextant 400XTi";"G-FXAP";"Light";"LFMN";"7.0";"2012.0";"Sirio UK"
"3411";"Nextant 400XTi";"G-FXAR";"Light";"LEIB";"7.0";"2012.0";"Sirio UK"
"3412";"Nextant 400XTi";"G-FXCR";"Light";"EGKB";"7.0";"2013.0";"Sirio UK"
"3413";"Nextant 400XTi";"G-FXDM";"Light";"LFPB";"7.0";"2012.0";"Sirio UK"
"3414";"Nextant 400XTi";"G-FXDT";"Light";"LFMN";"7.0";"2013.0";"Sirio UK"
"3415";"Nextant 400XTi";"G-FXKR";"Light";"LFMN";"7.0";"2011.0";"Sirio UK"
"3416";"Nextant 400XTi";"G-FXPR";"Light";"LEIB";"7.0";"2013.0";"Sirio UK"
"3417";"Nextant 400XTi";"G-FXRS";"Light";"LEIB";"7.0";"2013.0";"Sirio UK"
"3418";"Challenger 850";"LY-BGK";"Heavy";"LOWW";"14.0";"2009.0";"Sirius - Aero, Ltd"
"3419";"Hawker 1000";"VP-BMY";"Medium";"UUWW";"9.0";"1996.0";"Sirius - Aero, Ltd"
"3420";"Hawker 750";"LY-BGH";"Medium";"EYVI";"8.0";"2009.0";"Sirius - Aero, Ltd"
"3421";"Hawker 750";"VQ-BAM";"Medium";"UUWW";"8.0";"2008.0";"Sirius - Aero, Ltd"
"3422";"Hawker 750";"VQ-BBK";"Medium";"UUWW";"8.0";"2008.0";"Sirius - Aero, Ltd"
"3423";"Hawker 750";"VQ-BBR";"Medium";"UUWW";"8.0";"2008.0";"Sirius - Aero, Ltd"
"3424";"Hawker 850XP";"LY-BGD";"Medium";"EYVI";"8.0";"2007.0";"Sirius - Aero, Ltd"
"3425";"Hawker 850XP";"VP-BNW";"Medium";"LSGG";"8.0";"2007.0";"Sirius - Aero, Ltd"
"3426";"Legacy 600";"9H-IDB";"Heavy";"LFMN";"13.0";"2008.0";"Sirius - Aero, Ltd"
"3427";"Legacy 600";"VP-BGL";"Heavy";"LTBA";"13.0";"2006.0";"Sirius - Aero, Ltd"
"3428";"Legacy 600";"VP-BGP";"Heavy";"UUWW";"13.0";"2006.0";"Sirius - Aero, Ltd"
"3429";"Legacy 600";"VP-BGT";"Heavy";"UUWW";"13.0";"2008.0";"Sirius - Aero, Ltd"
"3430";"Legacy 600";"VP-BGV";"Heavy";"LFMN";"13.0";"2007.0";"Sirius - Aero, Ltd"
"3431";"Citation XLS+";"TC-DAK";"Light";"UKKK";"9.0";"2009.0";"Sky Dream"
"3432";"Citation Ultra";"EC-JFT";"Light";"LEPA";"7.0";"2000.0";"Sky Helicopteros SA"
"3433";"Challenger 605";"T7-BCH";"Heavy";"OLBA";"12.0";"2010.0";"Sky Lounge Services"
"3434";"Gulfstream G-200";"N819AP";"Medium";"KLVK";"8.0";"2008.0";"Sky Partners, Inc"
"3435";"Gulfstream G-200";"N831BG";"Medium";"KLVK";"9.0";"2009.0";"Sky Partners, Inc"
"3436";"King Air B200";"N1114K";"Turbo-prop";"KMOD";"8.0";"1997.0";"Sky Trek Aviation"
"3437";"King Air B200";"N568TT";"Turbo-prop";"KMOD";"8.0";"2009.0";"Sky Trek Aviation"
"3438";"King Air F90";"N90RT";"Turbo-prop";"KMOD";"7.0";"1981.0";"Sky Trek Aviation"
"3439";"Pilatus PC-12/47";"N828VV";"Turbo-prop";"KMOD";"9.0";"2007.0";"Sky Trek Aviation"
"3440";"Pilatus PC-12/47E (NG)";"N384PC";"Turbo-prop";"KMOD";"9.0";"2013.0";"Sky Trek Aviation"
"3441";"Pilatus PC-12/47E (NG)";"N579WA";"Turbo-prop";"KMOD";"9.0";"2016.0";"Sky Trek Aviation"
"3442";"Pilatus PC-12/47E (NG)";"N917JG";"Turbo-prop";"KMOD";"9.0";"2017.0";"Sky Trek Aviation"
"3443";"Beech B99";"N128SF";"Turbo-prop";"KFXE";"9.0";"1969.0";"Skyatlantic US"
"3444";"Beech B99";"N7994R";"Turbo-prop";"KFXE";"9.0";"1969.0";"Skyatlantic US"
"3445";"Beech B99";"N80275";"Turbo-prop";"KFXE";"9.0";"1970.0";"Skyatlantic US"
"3446";"Gulfstream G-650";"N511DB";"Heavy";"KVNY";"13.0";"2013.0";"Skybird Aviation"
"3447";"Challenger 850";"C-GSLL";"Heavy";"CYYZ";"14.0";"2010.0";"Skycharter Limited"
"3448";"Hawker 800A";"C-FBUR";"Medium";"CYYZ";"7.0";"1992.0";"Skycharter Limited"
"3449";"Falcon 2000EX EASy";"9H-DUV";"Heavy";"LFPB";"10.0";"2004.0";"Skyfirst"
"3450";"Falcon 7X";"9H-TOO";"Heavy";"LFPB";"12.0";"2007.0";"Skyfirst"
"3451";"Hawker 400 A";"OM-ZUB";"Light";"LZIB";"8.0";"2008.0";"SKYJETS EUROPE"
"3452";"Citation Mustang";"CS-DOG";"Light";"LFPB";"4.0";"2007.0";"SKYLINE Aviation GmbH"
"3453";"Gulfstream G-200";"OE-HGS";"Medium";"LOWW";"10.0";"2009.0";"SKYLINE Aviation GmbH"
"3454";"Citation SII";"N256CP";"Light";"KHEF";"7.0";"1986.0";"Skynet, LLC"
"3455";"Challenger 604";"OE-IDG";"Heavy";"UUWW";"11.0";"2006.0";"SKYPRO CHARTERS LIMITED"
"3456";"Global 6000";"OE-LDR";"Heavy";"UUWW";"14.0";"2014.0";"SKYPRO CHARTERS LIMITED"
"3457";"Challenger 300";"C-GFHR";"Medium";"CYYZ";"9.0";"2004.0";"Skyservice Business Aviation"
"3458";"Challenger 300";"C-GRBA";"Medium";"CYUL";"9.0";"2010.0";"Skyservice Business Aviation"
"3459";"Challenger 604";"C-FGFG";"Heavy";"CYHZ";"10.0";"1998.0";"Skyservice Business Aviation"
"3460";"Challenger 604";"C-FRCI";"Heavy";"CYYZ";"12.0";"2006.0";"Skyservice Business Aviation"
"3461";"Challenger 604";"C-GNRC";"Heavy";"CYYC";"10.0";"1999.0";"Skyservice Business Aviation"
"3462";"Challenger 650";"C-FAMB";"Heavy";"CYUL";"12.0";"2017.0";"Skyservice Business Aviation"
"3463";"Citation Excel";"C-GRCC";"Light";"CYYZ";"8.0";"2002.0";"Skyservice Business Aviation"
"3464";"Falcon 900EX";"C-GWFM";"Heavy";"CYYZ";"12.0";"2001.0";"Skyservice Business Aviation"
"3465";"Global 6000";"C-GJDR";"Heavy";"CYUL";"12.0";"2016.0";"Skyservice Business Aviation"
"3466";"Gulfstream G-200";"C-GJFG";"Medium";"CYYZ";"10.0";"2001.0";"Skyservice Business Aviation"
"3467";"Learjet 45XR";"C-GJCY";"Light";"CYUL";"8.0";"2004.0";"Skyservice Business Aviation"
"3468";"Pilatus PC-12/47E (NG)";"C-FING";"Turbo-prop";"CYUL";"8.0";"2018.0";"Skyservice Business Aviation"
"3469";"Pilatus PC 12";"N479ST";"Turbo-prop";"KDMW";"8.0";"2001.0";"Skytech Travel, LLC"
"3470";"Pilatus PC-12/47E (NG)";"N125LE";"Turbo-prop";"KUZA";"8.0";"2018.0";"Skytech Travel, LLC"
"3471";"Pilatus PC-12/47E (NG)";"N315NG";"Turbo-prop";"KUZA";"8.0";"2011.0";"Skytech Travel, LLC"
"3472";"Pilatus PC-24";"N107PJ";"Light";"KUZA";"8.0";"2018.0";"Skytech Travel, LLC"
"3473";"Cirrus SR 22";"N197JR";"Turbo-prop";"KTPA";"3.0";"2018.0";"Skyway Aviation Services, Inc."
"3474";"Citation CJ";"N1327J";"Light";"KTPA";"5.0";"1993.0";"Skyway Aviation Services, Inc."
"3475";"R-44 Raven II";"N7081M";"Helicopter single engine";"KCLW";"3.0";"2015.0";"Skyway Aviation Services, Inc."
"3476";"Citation Bravo";"S5-BSA";"Light";"LJLJ";"7.0";"2006.0";"SkyX Airways"
"3477";"Beechjet 400A";"SP-TAT";"Light";"EPMO";"7.0";"2000.0";"Smart Jet Sp z o.o."
"3478";"Hawker 400XP";"SP-ATT";"Light";"EPMO";"7.0";"2006.0";"Smart Jet Sp z o.o."
"3479";"Hawker 400XP";"SP-TTA";"Light";"EPMO";"7.0";"2010.0";"Smart Jet Sp z o.o."
"3480";"Citation CJ";"OE-FLG";"Light";"LSZR";"5.0";"1995.0";"Smartline Luftfahrt GmbH"
"3481";"Citation CJ2";"OE-FAF";"Light";"LSZR";"7.0";"2004.0";"Smartline Luftfahrt GmbH"
"3482";"Citation CJ3";"OE-GRA";"Light";"LSZR";"6.0";"2007.0";"Smartline Luftfahrt GmbH"
"3483";"Citation CJ4";"OE-GTI";"Light";"LOWG";"8.0";"2012.0";"Smartline Luftfahrt GmbH"
"3484";"Citation Latitude";"OE-GGM";"Medium";"LSZR";"9.0";"2019.0";"Smartline Luftfahrt GmbH"
"3485";"Citation Sovereign";"OK-EMA";"Medium";"LKPR";"9.0";"2009.0";"Smartwings, a. s."
"3486";"Citation Sovereign";"OK-UGJ";"Medium";"LKPR";"9.0";"2012.0";"Smartwings, a. s."
"3487";"Citation Sovereign+";"OK-JRS";"Medium";"LKPR";"9.0";"2019.0";"Smartwings, a. s."
"3488";"Citation Sovereign+";"OK-JRT";"Medium";"LKPR";"9.0";"2016.0";"Smartwings, a. s."
"3489";"Challenger 300";"N304PS";"Medium";"KLVK";"9.0";"2005.0";"Solairus Aviation"
"3490";"Challenger 300";"N313DS";"Medium";"KOAK";"8.0";"2007.0";"Solairus Aviation"
"3491";"Challenger 300";"N705SC";"Medium";"KBVY";"8.0";"2010.0";"Solairus Aviation"
"3492";"Challenger 604";"N604RM";"Heavy";"KFXE";"12.0";"2000.0";"Solairus Aviation"
"3493";"Challenger 605";"N372G";"Heavy";"KPWK";"8.0";"2011.0";"Solairus Aviation"
"3494";"Challenger 605";"N605JS";"Heavy";"KBED";"12.0";"2010.0";"Solairus Aviation"
"3495";"Citation XLS";"N412AB";"Light";"KFSM";"8.0";"2007.0";"Solairus Aviation"
"3496";"Citation XLS+";"N512AB";"Light";"KFSM";"8.0";"2013.0";"Solairus Aviation"
"3497";"Falcon 2000";"N98RP";"Heavy";"KSJC";"10.0";"2002.0";"Solairus Aviation"
"3498";"Falcon 2000LX";"N707MT";"Heavy";"KDAL";"10.0";"2005.0";"Solairus Aviation"
"3499";"Falcon 900 LX";"N527P";"Heavy";"KSWF";"14.0";"2014.0";"Solairus Aviation"
"3500";"Falcon 900 LX";"N666TR";"Heavy";"KBDL";"14.0";"2014.0";"Solairus Aviation"
"3501";"Falcon 900B";"N780SP";"Heavy";"KHPN";"14.0";"1991.0";"Solairus Aviation"
"3502";"Falcon 900EX";"N40ZA";"Heavy";"KBUR";"14.0";"1998.0";"Solairus Aviation"
"3503";"Falcon 900EX EASy";"N615MS";"Heavy";"KAPA";"14.0";"2006.0";"Solairus Aviation"
"3504";"Global 5000";"N989DM";"Heavy";"KOXC";"13.0";"2006.0";"Solairus Aviation"
"3505";"Global 5000";"N989RJ";"Heavy";"KBED";"14.0";"2017.0";"Solairus Aviation"
"3506";"Global 6000";"N529DB";"Heavy";"KIAH";"16.0";"2016.0";"Solairus Aviation"
"3507";"Global Express";"N802CB";"Heavy";"KHIO";"14.0";"1999.0";"Solairus Aviation"
"3508";"Global Express XRS";"N616DC";"Heavy";"KMFR";"10.0";"2008.0";"Solairus Aviation"
"3509";"Gulfstream G-200";"N200GN";"Medium";"KDAL";"9.0";"2005.0";"Solairus Aviation"
"3510";"Gulfstream G-400";"N318JW";"Heavy";"KOKC";"14.0";"2004.0";"Solairus Aviation"
"3511";"Gulfstream G-450";"N1902P";"Heavy";"KLAX";"12.0";"2009.0";"Solairus Aviation"
"3512";"Gulfstream G-450";"N192NC";"Heavy";"KBCT";"14.0";"2008.0";"Solairus Aviation"
"3513";"Gulfstream G-450";"N348RS";"Heavy";"KVNY";"10.0";"2005.0";"Solairus Aviation"
"3514";"Gulfstream G-450";"N715GB";"Heavy";"KGRB";"14.0";"2011.0";"Solairus Aviation"
"3515";"Gulfstream G-450";"N814CP";"Heavy";"KUGN";"14.0";"2010.0";"Solairus Aviation"
"3516";"Gulfstream G-450";"N865R";"Heavy";"KTEB";"8.0";"2006.0";"Solairus Aviation"
"3517";"Gulfstream G-550";"N1878E";"Heavy";"KTRI";"16.0";"2008.0";"Solairus Aviation"
"3518";"Gulfstream G-550";"N415P";"Heavy";"KSFO";"14.0";"2011.0";"Solairus Aviation"
"3519";"Gulfstream G-550";"N808TC";"Heavy";"KOXC";"8.0";"2007.0";"Solairus Aviation"
"3520";"Gulfstream G-550";"N814RR";"Heavy";"KVNY";"12.0";"2006.0";"Solairus Aviation"
"3521";"Gulfstream G-650";"N288Z";"Heavy";"KSWF";"12.0";"2014.0";"Solairus Aviation"
"3522";"Gulfstream G-IV";"N900EG";"Heavy";"KBDR";"14.0";"1989.0";"Solairus Aviation"
"3523";"Gulfstream G-IVSP";"N165JF";"Heavy";"KBDR";"14.0";"1994.0";"Solairus Aviation"
"3524";"Gulfstream G-IVSP";"N16JN";"Heavy";"KHWD";"13.0";"1996.0";"Solairus Aviation"
"3525";"Gulfstream G-V";"N624NN";"Heavy";"KOAK";"15.0";"2003.0";"Solairus Aviation"
"3526";"King Air 350";"N536MR";"Turbo-prop";"KDVO";"9.0";"2007.0";"Solairus Aviation"
"3527";"Pilatus PC-12/47E (NG)";"N124PS";"Turbo-prop";"KLVK";"6.0";"2018.0";"Solairus Aviation"
"3528";"Cessna 414";"N30FB";"Turbo-prop";"KMQJ";"6.0";"1978.0";"Solutions Air Charter LLC"
"3529";"Citation II";"N64TF";"Light";"KMQJ";"8.0";"1979.0";"Solutions Air Charter LLC"
"3530";"Citation III";"N953JF";"Medium";"KMQJ";"9.0";"1984.0";"Solutions Air Charter LLC"
"3531";"King Air 90F";"N11WN";"Turbo-prop";"KMQJ";"7.0";"1982.0";"Solutions Air Charter LLC"
"3532";"Beechjet 400A";"LV-FWF";"Light";"SADF";"8.0";"1994.0";"South American Jets LLC"
"3533";"Citation III";"CC-ANT";"Medium";"SBSP";"8.0";"1987.0";"South American Jets LLC"
"3534";"Learjet 45XR";"HK-5107";"Light";"SKBO";"7.0";"2000.0";"South American Jets LLC"
"3535";"Learjet 60";"LV-GVT";"Medium";"SADF";"8.0";"2004.0";"South American Jets LLC"
"3536";"Phenom 100E";"LV-HTK";"Light";"SADF";"6.0";"2015.0";"South American Jets LLC"
"3537";"Legacy 600";"VH-VLT";"Heavy";"YMEN";"13.0";"2009.0";"Southern Cross Jets"
"3538";"Challenger 300";"N776CJ";"Medium";"KBCT";"8.0";"2006.0";"Southern Jet, Inc"
"3539";"Challenger 601-3A";"N141NB";"Heavy";"KBCT";"9.0";"1989.0";"Southern Jet, Inc"
"3540";"Gulfstream G-200";"N70HQ";"Medium";"KOPF";"9.0";"2002.0";"Southern Jet, Inc"
"3541";"Hawker 800A";"N302EA";"Medium";"KBCT";"8.0";"1994.0";"Southern Jet, Inc"
"3542";"Hawker 800XP";"N944BB";"Medium";"KPNE";"8.0";"2003.0";"Southern Jet, Inc"
"3543";"Learjet 60";"N358F";"Medium";"KBCT";"7.0";"2000.0";"Southern Jet, Inc"
"3544";"Learjet 60";"N603GR";"Medium";"KBCT";"7.0";"2002.0";"Southern Jet, Inc"
"3545";"Citation V";"N826AC";"Light";"KBHM";"8.0";"1993.0";"Southern Sky Aviation LLC"
"3546";"Beech Baron 58";"N2348Q";"Turbo-prop";"KCHD";"5.0";"1998.0";"Southwest Aircraft Charter"
"3547";"Beech Baron 58";"N537SW";"Turbo-prop";"KCHD";"5.0";"1991.0";"Southwest Aircraft Charter"
"3548";"Beech Baron 58";"N731JP";"Turbo-prop";"KCHD";"5.0";"2003.0";"Southwest Aircraft Charter"
"3549";"Beech Baron 58";"N828KM";"Turbo-prop";"KCHD";"5.0";"2001.0";"Southwest Aircraft Charter"
"3550";"King Air B200";"N402CT";"Turbo-prop";"KCHD";"8.0";"2006.0";"Southwest Aircraft Charter"
"3551";"King Air B200";"N716AV";"Turbo-prop";"KCHD";"8.0";"2004.0";"Southwest Aircraft Charter"
"3552";"Learjet 45XR";"N395BC";"Light";"KSDL";"9.0";"2004.0";"Southwest Aircraft Charter"
"3553";"Gulfstream G-200";"N213EP";"Medium";"KMCO";"9.0";"2002.0";"Sovereign Air LLC"
"3554";"IAI Astra SP";"N789CA";"Medium";"KORL";"7.0";"1995.0";"Sovereign Air LLC"
"3555";"Challenger 601";"2-MATO";"Heavy";"EGKB";"12.0";"1992.0";"Sovereign Business Jets"
"3556";"Hawker 800 B";"G-JBLL";"Medium";"EGKB";"8.0";"1992.0";"Sovereign Business Jets"
"3557";"King Air C90A";"N904P";"Turbo-prop";"KPNS";"6.0";"1988.0";"Speed Aviation, Inc"
"3558";"Citation Bravo";"OE-GCH";"Light";"LFPB";"7.0";"2002.0";"Speedwings Business SA"
"3559";"Citation CJ2+";"OE-FXM";"Light";"LSGG";"6.0";"2007.0";"Speedwings Business SA"
"3560";"Citation Excel";"OE-GXL";"Light";"LSGG";"9.0";"2001.0";"Speedwings Business SA"
"3561";"Phenom 300";"HB-VPO";"Light";"LSMP";"8.0";"2016.0";"Speedwings Business SA"
"3562";"Phenom 300";"OE-GDF";"Light";"LSGG";"9.0";"2015.0";"Speedwings Business SA"
"3563";"Phenom 300";"OE-GDP";"Light";"LSGG";"7.0";"2011.0";"Speedwings Business SA"
"3564";"Praetor 600";"OE-HPL";"Medium";"LFPB";"10.0";"2019.0";"Speedwings Business SA"
"3565";"Gulfstream G-200";"N334JK";"Medium";"KSUS";"9.0";"2003.0";"SpiritJets LLC"
"3566";"Gulfstream G-550";"N945TM";"Heavy";"KSUS";"14.0";"2006.0";"SpiritJets LLC"
"3567";"Hawker 750";"N209HP";"Medium";"KSUS";"8.0";"2009.0";"SpiritJets LLC"
"3568";"Hawker 800XP";"N128KH";"Medium";"KSUS";"8.0";"2003.0";"SpiritJets LLC"
"3569";"Hawker 800XP";"N799S";"Medium";"KSUS";"8.0";"2003.0";"SpiritJets LLC"
"3570";"Learjet 75";"N75LY";"Light";"KSUS";"8.0";"2015.0";"SpiritJets LLC"
"3571";"Airbus A320";"SU-NMA";"Heavy";"HECA";"177.0";"2002.0";"Spot Air"
"3572";"Airbus A330-200";"SU-TCH";"Heavy";"HEGN";"303.0";"2005.0";"Spot Air"
"3573";"Citation CJ";"D-IAHG";"Light";"EDDP";"5.0";"1999.0";"SPREE FLUG Luftfahrt GmbH"
"3574";"Citation CJ";"D-ICEE";"Light";"EDDB";"6.0";"1997.0";"SPREE FLUG Luftfahrt GmbH"
"3575";"Phenom 300E";"D-CLIF";"Light";"EDDB";"8.0";"2018.0";"SPREE FLUG Luftfahrt GmbH"
"3576";"Gulfstream G-V";"N767CW";"Heavy";"KPTK";"10.0";"1997.0";"Springfield Aircraft Charter and Sales Inc."
"3577";"Saab 340 A";"SP-KPC";"Heavy";"EPWA";"33.0";"1986.0";"SprintAir S.A."
"3578";"AC500S";"N531SA";"Turbo-prop";"KTWF";"5.0";"1969.0";"Spur Aviation Services LC"
"3579";"Commander 690B";"N690JK";"Turbo-prop";"KTWF";"7.0";"1978.0";"Spur Aviation Services LC"
"3580";"Commander 690B";"N844CH";"Turbo-prop";"KTWF";"7.0";"1978.0";"Spur Aviation Services LC"
"3581";"Twin Commander 690";"N78NA";"Turbo-prop";"KTWF";"7.0";"1977.0";"Spur Aviation Services LC"
"3582";"Twin Commander 690A";"N112EE";"Turbo-prop";"KHII";"7.0";"1976.0";"Spur Aviation Services LC"
"3583";"Challenger 604";"N36VV";"Heavy";"KVNY";"12.0";"1997.0";"STA Jets"
"3584";"Citation Encore";"N100VP";"Light";"KSNA";"8.0";"2002.0";"STA Jets"
"3585";"Citation Encore";"N102VP";"Light";"KSNA";"8.0";"2002.0";"STA Jets"
"3586";"Citation Encore";"N103BZ";"Light";"KSNA";"8.0";"2002.0";"STA Jets"
"3587";"Citation Excel";"N560LS";"Light";"KSNA";"9.0";"2006.0";"STA Jets"
"3588";"Gulfstream G-IV";"N400AJ";"Heavy";"KSNA";"15.0";"1990.0";"STA Jets"
"3589";"Gulfstream G-IV";"N583AJ";"Heavy";"KSNA";"14.0";"1992.0";"STA Jets"
"3590";"Gulfstream G-IV";"N711GL";"Heavy";"KVNY";"12.0";"1990.0";"STA Jets"
"3591";"Gulfstream G-IV";"N960DP";"Heavy";"KSNA";"14.0";"1991.0";"STA Jets"
"3592";"Gulfstream G-IVSP";"N226MP";"Heavy";"KSNA";"11.0";"1996.0";"STA Jets"
"3593";"Gulfstream G-IVSP";"N396NS";"Heavy";"KTEB";"13.0";"1999.0";"STA Jets"
"3594";"Gulfstream G-IVSP";"N429CK";"Heavy";"KTEB";"13.0";"2002.0";"STA Jets"
"3595";"Gulfstream G-IVSP";"N510MG";"Heavy";"KSNA";"13.0";"1998.0";"STA Jets"
"3596";"Gulfstream G-IVSP";"N60GG";"Heavy";"KTEB";"13.0";"1998.0";"STA Jets"
"3597";"Gulfstream G-IVSP";"N722NK";"Heavy";"KSNA";"11.0";"1992.0";"STA Jets"
"3598";"Gulfstream G-IVSP";"N961V";"Heavy";"KSNA";"14.0";"1996.0";"STA Jets"
"3599";"Gulfstream G-V";"N111MT";"Heavy";"KSNA";"16.0";"1999.0";"STA Jets"
"3600";"Gulfstream G-V";"N62FF";"Heavy";"KSNA";"16.0";"1999.0";"STA Jets"
"3601";"Hawker 900XP";"N714BW";"Medium";"KSNA";"6.0";"2007.0";"STA Jets"
"3602";"Citation III";"N650SF";"Medium";"KHOU";"9.0";"1984.0";"StarFlite Aviation"
"3603";"Citation III";"N651AT";"Medium";"KHOU";"9.0";"1984.0";"StarFlite Aviation"
"3604";"Citation III";"N94GH";"Medium";"KHOU";"9.0";"1984.0";"StarFlite Aviation"
"3605";"Gulfstream G-IV";"N400HG";"Heavy";"KHOU";"14.0";"1987.0";"StarFlite Aviation"
"3606";"Gulfstream G-IV";"N917W";"Heavy";"KHOU";"17.0";"1991.0";"StarFlite Aviation"
"3607";"Gulfstream G-IVSP";"N551CB";"Heavy";"KHOU";"15.0";"2001.0";"StarFlite Aviation"
"3608";"Gulfstream G-IVSP";"N570DC";"Heavy";"KHOU";"14.0";"1992.0";"StarFlite Aviation"
"3609";"Gulfstream III";"N218MD";"Heavy";"KHOU";"13.0";"1985.0";"StarFlite Aviation"
"3610";"King Air 200";"N378SF";"Turbo-prop";"KHOU";"9.0";"1978.0";"StarFlite Aviation"
"3611";"Learjet 60";"N160BP";"Medium";"KHOU";"7.0";"1998.0";"StarFlite Aviation"
"3612";"Piper Chieftain";"N713WT";"Turbo-prop";"KHOU";"7.0";"1977.0";"StarFlite Aviation"
"3613";"Citation CJ2+";"D-IFIS";"Light";"LSGS";"7.0";"2008.0";"STARJET GROUP SA"
"3614";"Gulfstream G-IV";"N729TY";"Heavy";"KLAX";"12.0";"1991.0";"Starjet, Inc."
"3615";"Gulfstream G-IV";"N794MH";"Heavy";"KLGB";"12.0";"1988.0";"Starjet, Inc."
"3616";"Hawker 800A";"N800PZ";"Medium";"KLAX";"8.0";"1989.0";"Starjet, Inc."
"3617";"Hawker 700 A";"N26ME";"Medium";"KLAX";"8.0";"1983.0";"Starjet, Inc."
"3618";"Citation III";"N831VP";"Medium";"KCAK";"9.0";"1990.0";"Stark Airways, LLC"
"3619";"Citation VII";"N650CJ";"Medium";"KCAK";"8.0";"1994.0";"Stark Airways, LLC"
"3620";"Citation CJ1";"D-ITIP";"Light";"EDLW";"5.0";"2002.0";"Starwings GmbH"
"3621";"Citation CJ2+";"D-IAKN";"Light";"EDLW";"7.0";"2007.0";"Starwings GmbH"
"3622";"Citation CJ2+";"D-IBBS";"Light";"EDLW";"7.0";"2006.0";"Starwings GmbH"
"3623";"Citation CJ4";"D-CKNA";"Light";"EDQG";"7.0";"2013.0";"Starwings GmbH"
"3624";"King Air B200";"D-IMVC";"Turbo-prop";"EDLW";"9.0";"2001.0";"Starwings GmbH"
"3625";"King Air B200";"D-IVIP";"Turbo-prop";"EDLW";"9.0";"1999.0";"Starwings GmbH"
"3626";"Pilatus PC 12/45";"N283VC";"Turbo-prop";"KVGT";"9.0";"2005.0";"Steelman Aviation Inc"
"3627";"Pilatus PC 12/45";"N292P";"Turbo-prop";"KVGT";"9.0";"2005.0";"Steelman Aviation Inc"
"3628";"Pilatus PC-12/47E (NG)";"N52NG";"Turbo-prop";"KVGT";"9.0";"2014.0";"Steelman Aviation Inc"
"3629";"Pilatus PC-24";"N955PS";"Light";"KVGT";"8.0";"2018.0";"Steelman Aviation Inc"
"3630";"Hawker 850XP";"N347JR";"Medium";"KBZN";"9.0";"2007.0";"Summit Aviation, Inc."
"3631";"Phenom 300";"N307MG";"Light";"KBZN";"9.0";"2017.0";"Summit Aviation, Inc."
"3632";"Phenom 300";"N48KG";"Light";"KBZN";"8.0";"2015.0";"Summit Aviation, Inc."
"3633";"Phenom 300";"N585PC";"Light";"KBZN";"8.0";"2014.0";"Summit Aviation, Inc."
"3634";"Phenom 300E";"N323GP";"Light";"KBZN";"9.0";"2018.0";"Summit Aviation, Inc."
"3635";"Challenger 601-3A";"N116LS";"Heavy";"KVNY";"8.0";"1987.0";"Sun Air Jets"
"3636";"Challenger 605";"N139MB";"Heavy";"KCMA";"10.0";"2009.0";"Sun Air Jets"
"3637";"Citation X";"N977AF";"Medium";"KCMA";"8.0";"2000.0";"Sun Air Jets"
"3638";"Falcon 2000";"N770MR";"Heavy";"KCMA";"10.0";"1999.0";"Sun Air Jets"
"3639";"Global 6000";"N10HD";"Heavy";"KCMA";"16.0";"2015.0";"Sun Air Jets"
